district,area,perch,bedrooms,bathrooms,kitchen_area_sqft,parking_spots,has_garden,has_ac,water_supply,electricity,floors,year_built,price_lkr,nearest_city,property_type,house_size_sqft,house_age,condition,furnishing_status,road_access_width_ft,distance_to_main_road_km,distance_to_town_km,has_boundary_wall,has_servant_room,has_hot_water,has_security,roof_type,floor_type,listed_year,price_per_perch,bathroom_bedroom_ratio,luxury_score,location_category,house_selling_price_lkr
Galle,Karapitiya,5,3,2,35,1,FALSE,FALSE,Both,Three phase,1,1997,6562520,Galle,Apartment,1390,29,Needs renovation,Unfurnished,12,0.83,4.06,TRUE,FALSE,FALSE,FALSE,Asbestos,Cement,2026,1312504,0.67,3,Urban,12169000
Anuradhapura,Nuwaragam Palatha,12,5,5,128,0,TRUE,FALSE,Well,Three phase,2,2002,12956340,Anuradhapura,House,2650,24,Average,Fully furnished,25,2.98,10.69,FALSE,TRUE,TRUE,FALSE,Tile,Tile,2025,1079695,1,5,Semi-urban,34191000
Monaragala,Monaragala Central,7,2,1,35,0,FALSE,TRUE,Well,Three phase,1,1988,5427594,Monaragala,House,1180,38,Needs renovation,Unfurnished,15,3.72,4.36,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2023,775371,0.5,4,Rural,8167000
Puttalam,Puttalam Central,2,2,2,41,0,FALSE,TRUE,Both,Single phase,2,1996,2596731,Puttalam,House,1310,30,Needs renovation,Unfurnished,20,2.37,2.58,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1298366,1,4,Semi-urban,7413000
Vavuniya,Vavuniya Central,11,5,4,133,1,FALSE,FALSE,Both,Three phase,2,2012,13599691,Vavuniya,House,2710,14,Average,Unfurnished,12,2.8,13.46,TRUE,TRUE,FALSE,FALSE,Concrete slab,Tile,2024,1236336,0.8,3,Rural,27708000
Hambantota,Ambalantota,8,4,3,102,0,FALSE,FALSE,Both,Three phase,1,2015,7477324,Hambantota,House,1830,11,Good,Unfurnished,20,1.45,4.67,TRUE,FALSE,FALSE,FALSE,Tile,Cement,2023,934666,0.75,2,Semi-urban,23982000
Monaragala,Monaragala Central,5,2,2,59,1,FALSE,FALSE,Pipe-borne,Three phase,1,2000,5292277,Monaragala,House,1130,26,Needs renovation,Fully furnished,10,3.71,6.37,TRUE,FALSE,FALSE,FALSE,Tile,Cement,2026,1058455,1,5,Rural,10540000
Mannar,Mannar Central,8,3,2,70,1,FALSE,FALSE,Both,Three phase,1,2024,6393328,Mannar,House,1670,2,New,Unfurnished,15,8.7,9.87,TRUE,TRUE,TRUE,FALSE,Concrete slab,Tile,2025,799166,0.67,4,Rural,20788000
Kilinochchi,Kilinochchi Central,4,3,2,45,0,TRUE,FALSE,Well,Single phase,2,1988,3066519,Kilinochchi,House,1470,38,Needs renovation,Fully furnished,25,5.36,10.87,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2025,766630,0.67,5,Rural,9511000
Kegalle,Kegalle Central,9,5,4,99,0,FALSE,TRUE,Both,Three phase,1,2002,14078707,Kegalle,House,2170,24,Average,Unfurnished,15,1.82,7.6,TRUE,FALSE,FALSE,TRUE,Tile,Tile,2026,1564301,0.8,5,Semi-urban,25273000
Galle,Unawatuna,3,2,1,36,1,TRUE,TRUE,Pipe-borne,Three phase,1,2013,4837470,Galle,House,1160,13,Average,Semi furnished,12,0.7,3.45,FALSE,FALSE,TRUE,TRUE,Concrete slab,Granite,2026,1612490,0.5,8,Urban,16931000
Matara,Akurugoda,46,6,5,250,3,FALSE,TRUE,Well,Single phase,3,1987,48133640,Matara,Villa,3520,39,Needs renovation,Unfurnished,15,2.04,2.9,TRUE,FALSE,TRUE,TRUE,Concrete slab,Terrazzo,2024,1046383,0.83,8,Urban,72156000
Kurunegala,Pannala,21,7,5,218,2,FALSE,FALSE,Both,Single phase,3,1987,20435008,Kurunegala,House,3570,39,Needs renovation,Unfurnished,15,1.7,1.48,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2024,973096,0.71,3,Urban,34913000
Ratnapura,Kuruwita,13,6,5,63,2,FALSE,TRUE,Well,Single phase,1,2003,10781851,Ratnapura,House,2740,23,Average,Semi furnished,10,5.17,8.11,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2024,829373,0.83,7,Semi-urban,32625000
Trincomalee,Nilaveli,16,5,5,198,2,TRUE,FALSE,Both,Single phase,2,2014,22547474,Trincomalee,House,2820,12,Good,Fully furnished,30,4.28,11.39,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,1409217,1,6,Semi-urban,50186000
Galle,Galle Fort,8,3,3,97,1,TRUE,TRUE,Both,Three phase,1,2018,15448726,Galle,House,1650,8,Good,Semi furnished,30,0.6,0.4,FALSE,FALSE,FALSE,FALSE,Concrete slab,Granite,2025,1931091,1,6,Urban,34396000
Gampaha,Ragama,8,3,3,111,1,FALSE,FALSE,Pipe-borne,Single phase,1,2000,14038032,Gampaha,House,1680,26,Needs renovation,Semi furnished,12,1.95,1.55,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2023,1754754,1,3,Urban,23825000
Mullaitivu,Mullaitivu Central,24,7,5,250,2,FALSE,FALSE,Well,Single phase,2,2000,27502098,Mullaitivu,Villa,3420,26,Needs renovation,Unfurnished,12,5.96,15.7,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2025,1145921,0.71,3,Rural,32211000
Kegalle,Kegalle Central,2,1,1,35,0,FALSE,FALSE,Pipe-borne,Single phase,1,2009,3616782,Kegalle,House,820,17,Average,Unfurnished,20,1.64,8.83,TRUE,FALSE,FALSE,FALSE,Asbestos,Granite,2025,1808391,1,1,Semi-urban,8809000
Colombo,Narahenpita,11,3,2,101,0,TRUE,FALSE,Well,Single phase,1,2022,28951430,Colombo,House,1780,4,Good,Unfurnished,15,1.01,2.7,FALSE,FALSE,TRUE,FALSE,Tile,Tile,2024,2631948,0.67,2,Urban,98118000
Batticaloa,Kallady,13,5,5,136,3,FALSE,FALSE,Well,Single phase,1,2015,18060255,Batticaloa,House,2520,11,Good,Unfurnished,15,4.12,19.36,TRUE,TRUE,FALSE,TRUE,Concrete slab,Granite,2025,1389250,1,5,Rural,30601000
Vavuniya,Vavuniya Central,8,2,2,107,0,TRUE,FALSE,Pipe-borne,Single phase,1,2018,9711566,Vavuniya,House,1200,8,Good,Semi furnished,15,6.96,3,FALSE,FALSE,TRUE,FALSE,Tile,Tile,2025,1213946,1,3,Rural,15748000
Puttalam,Puttalam Central,8,4,4,74,1,TRUE,FALSE,Well,Single phase,1,2011,7957693,Puttalam,House,2120,15,Average,Semi furnished,15,0.84,1.68,FALSE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2026,994712,1,3,Semi-urban,23273000
Kilinochchi,Kilinochchi Central,26,7,5,219,1,TRUE,FALSE,Pipe-borne,Three phase,2,1995,23224179,Kilinochchi,Bungalow,3450,31,Needs renovation,Semi furnished,15,7.14,11.75,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,893238,0.71,5,Rural,33877000
Gampaha,Kadawatha,16,6,5,210,3,TRUE,FALSE,Both,Single phase,2,2003,36231403,Gampaha,Villa,3180,23,Average,Semi furnished,12,0.53,1.28,TRUE,TRUE,TRUE,TRUE,Concrete slab,Tile,2023,2264463,0.83,8,Urban,68966000
Monaragala,Monaragala Central,6,3,2,102,1,TRUE,FALSE,Well,Three phase,1,2006,6297815,Monaragala,House,1630,20,Average,Semi furnished,15,6.97,5,FALSE,FALSE,FALSE,FALSE,Concrete slab,Cement,2025,1049636,0.67,4,Rural,14926000
Kandy,Gatambe,9,3,2,104,1,FALSE,FALSE,Well,Three phase,1,2003,17075544,Kandy,House,1780,23,Average,Fully furnished,25,1.02,1.04,TRUE,FALSE,FALSE,TRUE,Tile,Terrazzo,2024,1897283,0.67,6,Urban,34745000
Monaragala,Monaragala Central,14,5,5,105,2,FALSE,FALSE,Both,Three phase,2,2013,12655591,Monaragala,House,2800,13,Average,Semi furnished,25,3.17,15.67,TRUE,TRUE,TRUE,FALSE,Concrete slab,Cement,2026,903971,1,6,Rural,31921000
Batticaloa,Batticaloa Town,20,5,4,188,1,FALSE,TRUE,Well,Single phase,2,1996,26580973,Batticaloa,Bungalow,2760,30,Needs renovation,Unfurnished,12,2.36,8.16,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2024,1329049,0.8,5,Rural,30279000
Galle,Unawatuna,4,4,3,35,1,FALSE,FALSE,Both,Single phase,1,1989,5330417,Galle,House,1570,37,Needs renovation,Semi furnished,30,0.97,0.84,TRUE,FALSE,TRUE,FALSE,Tile,Cement,2026,1332604,0.75,4,Urban,12814000
Hambantota,Tangalle,5,2,1,60,0,TRUE,FALSE,Well,Single phase,1,2010,4390352,Hambantota,House,910,16,Average,Semi furnished,25,4.93,1.25,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2024,878070,0.5,3,Semi-urban,12463000
Puttalam,Puttalam Central,4,3,2,82,0,TRUE,FALSE,Pipe-borne,Single phase,1,1992,5397337,Puttalam,House,1290,34,Needs renovation,Semi furnished,15,5.22,7.86,TRUE,FALSE,TRUE,TRUE,Concrete slab,Cement,2025,1349334,0.67,5,Semi-urban,10244000
Batticaloa,Eravur,8,4,3,73,0,FALSE,FALSE,Well,Three phase,2,2005,8324082,Batticaloa,House,1890,21,Average,Unfurnished,20,8.75,16.76,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2025,1040510,0.75,3,Rural,18047000
Nuwara Eliya,Nuwara Eliya Central,16,7,5,214,1,FALSE,TRUE,Pipe-borne,Three phase,3,1986,38793480,Nuwara Eliya,Villa,3550,40,Needs renovation,Fully furnished,12,3.7,5.16,FALSE,FALSE,FALSE,FALSE,Asbestos,Tile,2025,2424592,0.71,6,Semi-urban,49148000
Kalutara,Panadura,5,2,2,92,0,TRUE,FALSE,Well,Single phase,1,2012,9513124,Kalutara,House,1210,14,Average,Semi furnished,15,2.14,3.02,TRUE,FALSE,FALSE,TRUE,Tile,Tile,2024,1902625,1,4,Urban,18563000
Kandy,Peradeniya,12,5,4,124,2,TRUE,FALSE,Pipe-borne,Three phase,1,2020,19584976,Kandy,House,2540,6,Good,Semi furnished,12,1.61,2.72,FALSE,FALSE,TRUE,FALSE,Tile,Tile,2025,1632081,0.8,6,Urban,45910000
Hambantota,Hambantota Town,18,7,5,149,3,FALSE,FALSE,Well,Three phase,1,1988,16469163,Hambantota,House,3360,38,Needs renovation,Semi furnished,12,2.59,9.5,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2024,914954,0.71,6,Semi-urban,34292000
Ratnapura,Kuruwita,18,7,5,217,2,FALSE,TRUE,Well,Single phase,2,1992,28005313,Ratnapura,Villa,3560,34,Needs renovation,Unfurnished,12,4.77,1.89,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2026,1555851,0.71,5,Semi-urban,36690000
Monaragala,Monaragala Central,5,3,2,35,1,FALSE,TRUE,Well,Single phase,1,2021,5414490,Monaragala,House,1600,5,Good,Semi furnished,20,1.9,6.88,FALSE,FALSE,TRUE,FALSE,Tile,Cement,2023,1082898,0.67,5,Rural,18919000
Galle,Galle Fort,22,7,5,218,2,FALSE,FALSE,Well,Three phase,3,2003,39216965,Galle,Villa,3690,23,Average,Unfurnished,25,1.21,2.09,TRUE,TRUE,FALSE,TRUE,Concrete slab,Cement,2025,1782589,0.71,5,Urban,71372000
Kurunegala,Melsiripura,8,3,2,52,0,FALSE,FALSE,Pipe-borne,Three phase,1,1988,8370416,Kurunegala,House,1510,38,Needs renovation,Unfurnished,12,0.62,1.61,FALSE,TRUE,FALSE,TRUE,Concrete slab,Cement,2024,1046302,0.67,2,Urban,14273000
Colombo,Narahenpita,25,5,4,187,2,TRUE,TRUE,Pipe-borne,Three phase,1,2009,62115700,Colombo,Bungalow,2700,17,Average,Semi furnished,12,1.57,3.58,TRUE,TRUE,TRUE,FALSE,Tile,Tile,2025,2484628,0.8,9,Urban,214336000
Anuradhapura,Madawachchiya,9,3,2,69,0,FALSE,TRUE,Pipe-borne,Three phase,1,1988,8552936,Anuradhapura,House,1690,38,Needs renovation,Unfurnished,30,3.15,10.45,TRUE,FALSE,TRUE,FALSE,Concrete slab,Terrazzo,2023,950326,0.67,5,Semi-urban,13624000
Kandy,Tennekumbura,6,2,2,61,0,FALSE,TRUE,Pipe-borne,Three phase,1,1991,12684566,Kandy,House,1220,35,Needs renovation,Fully furnished,30,0.74,4.82,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2024,2114094,1,6,Urban,19328000
Polonnaruwa,Polonnaruwa Central,25,7,5,250,2,FALSE,TRUE,Well,Single phase,2,2006,27978621,Polonnaruwa,Villa,3640,20,Average,Unfurnished,10,1.53,2.34,TRUE,FALSE,FALSE,TRUE,Concrete slab,Tile,2024,1119145,0.71,6,Semi-urban,48311000
Nuwara Eliya,Nuwara Eliya Central,5,3,2,61,2,TRUE,TRUE,Pipe-borne,Single phase,2,2022,14255931,Nuwara Eliya,House,1760,4,Good,Semi furnished,15,2.68,3.84,FALSE,FALSE,TRUE,FALSE,Concrete slab,Tile,2024,2851186,0.67,7,Semi-urban,29000000
Colombo,Wellawatte,2,2,2,35,1,FALSE,TRUE,Pipe-borne,Single phase,1,2018,8396915,Colombo,House,1090,8,Good,Semi furnished,25,2.01,0.22,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2025,4198458,1,6,Urban,28382000
Ratnapura,Pelmadulla,13,6,5,175,1,FALSE,FALSE,Pipe-borne,Single phase,2,2025,15856365,Ratnapura,House,3080,1,New,Fully furnished,20,4.09,6.35,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2026,1219720,0.83,5,Semi-urban,55497000
Mannar,Mannar Central,3,1,1,35,2,FALSE,FALSE,Pipe-borne,Three phase,2,1987,3896091,Mannar,House,940,39,Needs renovation,Semi furnished,20,1.83,6.61,TRUE,TRUE,TRUE,FALSE,Concrete slab,Terrazzo,2024,1298697,1,6,Rural,6515000
Matale,Matale Central,22,7,5,250,2,FALSE,FALSE,Well,Single phase,3,1998,29302059,Matale,Villa,3780,28,Needs renovation,Unfurnished,15,1.45,10.41,TRUE,TRUE,TRUE,FALSE,Concrete slab,Cement,2026,1331912,0.71,4,Semi-urban,40771000
Badulla,Badulla Town,5,2,2,71,0,FALSE,TRUE,Well,Three phase,1,2017,5863269,Badulla,House,1230,9,Good,Fully furnished,12,4.03,3.36,FALSE,FALSE,FALSE,FALSE,Tile,Granite,2025,1172654,1,5,Semi-urban,18858000
Kandy,Tennekumbura,15,7,5,192,1,FALSE,FALSE,Both,Three phase,2,2018,33092447,Kandy,House,3290,8,Good,Fully furnished,12,1.78,0.53,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2024,2206163,0.71,7,Urban,70802000
Batticaloa,Eravur,55,7,5,250,2,TRUE,TRUE,Well,Single phase,2,2000,44848065,Batticaloa,Bungalow,3570,26,Needs renovation,Semi furnished,20,7.7,7.06,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2026,815419,0.71,8,Rural,59492000
Vavuniya,Vavuniya Central,15,5,5,125,1,TRUE,TRUE,Well,Single phase,1,2008,11801671,Vavuniya,House,2620,18,Average,Fully furnished,12,9,11.42,TRUE,FALSE,TRUE,FALSE,Asbestos,Granite,2025,786778,1,8,Rural,32254000
Kurunegala,Pannala,10,4,3,93,0,TRUE,FALSE,Both,Single phase,1,1994,15064902,Kurunegala,House,2080,32,Needs renovation,Unfurnished,12,1.53,2.06,TRUE,FALSE,TRUE,FALSE,Asbestos,Cement,2026,1506490,0.75,3,Urban,20639000
Gampaha,Wattala,12,4,4,110,1,FALSE,FALSE,Pipe-borne,Single phase,1,2006,17772552,Gampaha,House,2040,20,Average,Unfurnished,30,0.11,3.7,TRUE,TRUE,FALSE,FALSE,Concrete slab,Terrazzo,2025,1481046,1,2,Urban,34829000
Puttalam,Puttalam Central,10,2,1,69,1,FALSE,TRUE,Well,Single phase,1,2016,11883823,Puttalam,House,1210,10,Good,Fully furnished,12,2,10.91,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1188382,0.5,7,Semi-urban,23355000
Mannar,Mannar Central,18,5,4,222,2,TRUE,FALSE,Pipe-borne,Three phase,3,2000,17456013,Mannar,House,3130,26,Needs renovation,Unfurnished,15,7.3,9.51,FALSE,FALSE,FALSE,FALSE,Asbestos,Cement,2025,969778,0.8,4,Rural,25465000
Monaragala,Monaragala Central,8,2,2,108,0,TRUE,TRUE,Both,Three phase,1,2008,8126176,Monaragala,House,1300,18,Average,Semi furnished,15,6.17,9.17,TRUE,TRUE,TRUE,FALSE,Concrete slab,Cement,2024,1015772,1,7,Rural,16004000
Kandy,Gatambe,8,4,4,65,1,FALSE,TRUE,Pipe-borne,Three phase,2,1993,10646770,Kandy,House,2020,33,Needs renovation,Fully furnished,20,1.6,1.62,TRUE,FALSE,TRUE,TRUE,Concrete slab,Terrazzo,2026,1330846,1,9,Urban,24487000
Ampara,Ampara Central,7,2,2,79,0,FALSE,FALSE,Both,Three phase,1,1995,7070226,Ampara,House,1150,31,Needs renovation,Unfurnished,20,4.93,5.29,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2024,1010032,1,2,Rural,9600000
Mullaitivu,Mullaitivu Central,15,6,5,173,1,FALSE,TRUE,Pipe-borne,Single phase,3,2016,14059709,Mullaitivu,House,3340,10,Good,Fully furnished,12,4.09,19.95,TRUE,TRUE,TRUE,TRUE,Tile,Cement,2025,937314,0.83,8,Rural,41708000
Galle,Unawatuna,5,2,2,46,0,FALSE,TRUE,Pipe-borne,Three phase,2,1995,6193879,Galle,Apartment,1180,31,Needs renovation,Semi furnished,12,0.97,3.19,FALSE,FALSE,FALSE,TRUE,Tile,Terrazzo,2024,1238776,1,5,Urban,14608000
Kalutara,Panadura,7,1,1,64,0,TRUE,TRUE,Both,Three phase,1,2019,12965931,Kalutara,House,880,7,Good,Fully furnished,12,1.4,0.71,TRUE,FALSE,FALSE,FALSE,Concrete slab,Tile,2025,1852276,1,7,Urban,23096000
Jaffna,Kokuvil,5,2,2,74,0,TRUE,TRUE,Well,Three phase,1,2008,6022159,Jaffna,House,1220,18,Average,Semi furnished,25,1.84,1.83,TRUE,FALSE,TRUE,FALSE,Tile,Terrazzo,2026,1204432,1,7,Urban,16530000
Kalutara,Panadura,17,7,5,206,2,TRUE,TRUE,Pipe-borne,Single phase,3,1991,29118335,Kalutara,Villa,3770,35,Needs renovation,Unfurnished,20,2.35,1.3,TRUE,TRUE,FALSE,TRUE,Tile,Tile,2026,1712843,0.71,7,Urban,42718000
Mullaitivu,Mullaitivu Central,14,6,5,118,1,FALSE,FALSE,Both,Single phase,2,1993,9205476,Mullaitivu,House,2960,33,Needs renovation,Unfurnished,15,6.5,6.14,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2026,657534,0.83,4,Rural,17284000
Colombo,Rajagiriya,13,6,5,99,2,TRUE,FALSE,Both,Single phase,1,1986,30289269,Colombo,House,3010,40,Needs renovation,Fully furnished,30,2.43,1.14,TRUE,TRUE,FALSE,FALSE,Concrete slab,Cement,2025,2329944,0.83,6,Urban,106012000
Jaffna,Kokuvil,7,3,2,37,3,FALSE,TRUE,Both,Single phase,1,1993,9487959,Jaffna,House,1580,33,Needs renovation,Unfurnished,30,0.15,3.79,FALSE,FALSE,FALSE,TRUE,Asbestos,Cement,2025,1355423,0.67,6,Urban,14943000
Hambantota,Hambantota Town,10,3,3,125,1,FALSE,FALSE,Well,Three phase,1,2025,13319782,Hambantota,House,1760,1,New,Unfurnished,10,3.5,7.02,TRUE,FALSE,TRUE,FALSE,Asbestos,Tile,2023,1331978,1,4,Semi-urban,32386000
Jaffna,Kokuvil,28,7,5,250,1,FALSE,TRUE,Well,Three phase,2,2023,39817265,Jaffna,Villa,3690,3,New,Fully furnished,12,0.99,3.51,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2024,1422045,0.71,9,Urban,88346000
Batticaloa,Kallady,38,7,5,250,3,FALSE,FALSE,Pipe-borne,Single phase,2,1994,38709760,Batticaloa,Villa,3620,32,Needs renovation,Unfurnished,12,1.93,3.76,TRUE,FALSE,FALSE,TRUE,Concrete slab,Cement,2025,1018678,0.71,5,Rural,43520000
Hambantota,Ambalantota,4,2,1,37,0,TRUE,FALSE,Both,Three phase,2,2009,4103961,Hambantota,House,1040,17,Average,Semi furnished,20,2.53,4.7,FALSE,FALSE,TRUE,FALSE,Concrete slab,Cement,2024,1025990,0.5,4,Semi-urban,12351000
Hambantota,Hambantota Town,5,3,2,40,1,TRUE,FALSE,Both,Three phase,1,1986,6167789,Hambantota,House,1290,40,Needs renovation,Semi furnished,30,0.87,5.04,FALSE,FALSE,FALSE,FALSE,Asbestos,Cement,2024,1233558,0.67,4,Semi-urban,10855000
Monaragala,Monaragala Central,7,4,4,52,1,TRUE,TRUE,Pipe-borne,Three phase,1,1989,5674810,Monaragala,House,1980,37,Needs renovation,Unfurnished,25,7.45,7.28,TRUE,FALSE,FALSE,FALSE,Asbestos,Tile,2024,810687,1,6,Rural,10989000
Anuradhapura,Nuwaragam Palatha,4,1,1,41,0,TRUE,TRUE,Both,Single phase,1,2023,5255364,Anuradhapura,House,660,3,New,Semi furnished,25,3.03,2.34,FALSE,FALSE,TRUE,TRUE,Tile,Cement,2026,1313841,1,6,Semi-urban,11570000
Matale,Matale Central,2,2,1,35,0,TRUE,FALSE,Well,Three phase,1,2019,3801844,Matale,House,920,7,Good,Semi furnished,10,2.69,8.89,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2023,1900922,0.5,4,Semi-urban,10791000
Mannar,Mannar Central,11,4,4,91,1,FALSE,TRUE,Both,Three phase,2,2008,9931333,Mannar,House,2280,18,Average,Unfurnished,12,1.61,12.39,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,902848,1,6,Rural,21533000
Vavuniya,Vavuniya Central,5,3,2,36,0,FALSE,TRUE,Pipe-borne,Three phase,2,1996,4768299,Vavuniya,House,1380,30,Needs renovation,Semi furnished,10,1.77,10.62,FALSE,FALSE,TRUE,FALSE,Asbestos,Cement,2026,953660,0.67,5,Rural,9626000
Mullaitivu,Mullaitivu Central,7,4,4,90,0,TRUE,TRUE,Pipe-borne,Three phase,1,1987,6692571,Mullaitivu,House,1960,39,Needs renovation,Unfurnished,15,8.79,18.46,TRUE,FALSE,FALSE,FALSE,Asbestos,Cement,2026,956082,1,5,Rural,10379000
Monaragala,Monaragala Central,11,5,5,85,0,FALSE,FALSE,Both,Single phase,1,2023,9983581,Monaragala,House,2510,3,New,Unfurnished,25,3.88,8.74,FALSE,FALSE,FALSE,FALSE,Tile,Cement,2025,907598,1,0,Rural,31562000
Puttalam,Puttalam Central,13,5,5,177,1,FALSE,FALSE,Well,Single phase,2,2023,17524698,Puttalam,House,2700,3,New,Unfurnished,20,1.26,1.28,TRUE,TRUE,FALSE,FALSE,Tile,Tile,2023,1348054,1,2,Semi-urban,44972000
Kegalle,Kegalle Central,5,1,1,48,0,TRUE,FALSE,Pipe-borne,Three phase,2,2016,7919936,Kegalle,House,870,10,Good,Semi furnished,15,3.85,8,TRUE,FALSE,FALSE,TRUE,Concrete slab,Terrazzo,2025,1583987,1,5,Semi-urban,14584000
Mannar,Mannar Central,7,3,2,80,2,TRUE,FALSE,Both,Three phase,2,2003,7198879,Mannar,House,1600,23,Average,Unfurnished,20,7.24,10.49,FALSE,FALSE,FALSE,TRUE,Concrete slab,Tile,2024,1028411,0.67,5,Rural,15606000
Jaffna,Kokuvil,7,2,1,115,1,TRUE,TRUE,Pipe-borne,Single phase,2,2013,14301886,Jaffna,House,1320,13,Average,Fully furnished,15,1.88,0.77,TRUE,FALSE,FALSE,FALSE,Concrete slab,Cement,2023,2043127,0.5,7,Urban,27117000
Colombo,Wellawatte,2,3,3,35,1,FALSE,TRUE,Well,Three phase,1,1997,7266510,Colombo,Apartment,1520,29,Needs renovation,Unfurnished,12,0.31,0.21,TRUE,FALSE,TRUE,FALSE,Asbestos,Terrazzo,2024,3633255,1,6,Urban,23456000
Gampaha,Negombo,12,4,4,88,1,TRUE,TRUE,Both,Single phase,1,2024,19369659,Gampaha,House,2100,2,New,Fully furnished,20,0.95,4.45,TRUE,FALSE,TRUE,TRUE,Concrete slab,Tile,2023,1614138,1,9,Urban,52585000
Kurunegala,Melsiripura,19,7,5,202,2,FALSE,FALSE,Well,Three phase,3,2005,20993800,Kurunegala,Villa,3830,21,Average,Semi furnished,20,0.75,3.18,TRUE,FALSE,TRUE,FALSE,Concrete slab,Tile,2025,1104937,0.71,6,Urban,53041000
Puttalam,Puttalam Central,25,6,5,247,2,TRUE,TRUE,Both,Single phase,2,2008,35163719,Puttalam,Villa,3240,18,Average,Semi furnished,30,3.99,11.29,TRUE,FALSE,FALSE,FALSE,Concrete slab,Terrazzo,2023,1406549,0.83,7,Semi-urban,59248000
Matara,Nupe,8,4,4,95,0,TRUE,TRUE,Well,Three phase,1,1997,9946125,Matara,House,1820,29,Needs renovation,Unfurnished,12,1.05,4.65,FALSE,TRUE,TRUE,FALSE,Tile,Cement,2025,1243266,1,5,Urban,17904000
Kegalle,Kegalle Central,4,2,2,35,0,FALSE,TRUE,Pipe-borne,Single phase,2,1989,2890847,Kegalle,House,1210,37,Needs renovation,Semi furnished,15,3.14,2.29,TRUE,TRUE,FALSE,FALSE,Asbestos,Cement,2025,722712,1,4,Semi-urban,7372000
Kalutara,Panadura,8,4,3,57,0,TRUE,FALSE,Pipe-borne,Three phase,1,2015,8609377,Kalutara,House,1930,11,Good,Unfurnished,20,2.31,3.2,TRUE,FALSE,FALSE,TRUE,Asbestos,Terrazzo,2025,1076172,0.75,4,Urban,26407000
Puttalam,Puttalam Central,18,5,4,228,1,TRUE,FALSE,Well,Three phase,2,2001,25867679,Puttalam,House,2840,25,Average,Unfurnished,12,1.88,5.09,TRUE,TRUE,FALSE,FALSE,Tile,Tile,2024,1437093,0.8,4,Semi-urban,40252000
Mannar,Mannar Central,6,1,1,74,1,FALSE,TRUE,Pipe-borne,Three phase,1,2016,7333344,Mannar,House,970,10,Good,Fully furnished,20,2.67,14.41,TRUE,FALSE,FALSE,FALSE,Tile,Tile,2025,1222224,1,7,Rural,14655000
Matale,Matale Central,12,5,4,142,1,TRUE,TRUE,Both,Single phase,2,1994,16126325,Matale,House,2650,32,Needs renovation,Semi furnished,12,5.05,5.56,FALSE,FALSE,TRUE,FALSE,Concrete slab,Cement,2026,1343860,0.8,6,Semi-urban,25898000
Gampaha,Gampaha Town,6,2,2,35,1,FALSE,FALSE,Pipe-borne,Three phase,1,1986,10317887,Gampaha,House,1360,40,Needs renovation,Unfurnished,12,0.55,2.15,TRUE,FALSE,TRUE,TRUE,Asbestos,Cement,2023,1719648,1,5,Urban,16471000
Galle,Galle Fort,2,1,1,35,0,TRUE,FALSE,Both,Single phase,1,1998,4362959,Galle,House,570,28,Needs renovation,Fully furnished,15,1.36,3.44,TRUE,FALSE,TRUE,TRUE,Tile,Cement,2025,2181480,1,6,Urban,8150000
Kilinochchi,Kilinochchi Central,2,2,1,35,0,TRUE,TRUE,Both,Three phase,1,1996,3369960,Kilinochchi,House,980,30,Needs renovation,Unfurnished,25,6.38,9.08,FALSE,FALSE,TRUE,TRUE,Asbestos,Tile,2025,1684980,0.5,6,Rural,5941000
Kegalle,Kegalle Central,6,2,1,56,0,FALSE,TRUE,Well,Three phase,1,2015,5358010,Kegalle,House,1090,11,Good,Fully furnished,25,3.79,8.6,TRUE,FALSE,TRUE,FALSE,Concrete slab,Cement,2025,893002,0.5,7,Semi-urban,17486000
